397      23212  sigma(1750)0               1750.00000  
398       3226  sigma(1775)+               1775.00000  
399       3116  sigma(1775)-               1775.00000  
400       3216  sigma(1775)0               1775.00000  
401      13226  sigma(1915)+               1915.00000  
402      13116  sigma(1915)-               1915.00000  
403      13216  sigma(1915)0               1915.00000  
404      23224  sigma(1940)+               1940.00000  
405      23114  sigma(1940)-               1940.00000  
406      23214  sigma(1940)0               1940.00000  
407       3228  sigma(2030)+               2030.00000  
408       3118  sigma(2030)-               2030.00000  
409       3218  sigma(2030)0               2030.00000  
410       3222  sigma+                     1189.37000  
411       3112  sigma-                     1197.44000  
412       3212  sigma0                     1192.55000  
413       4212  sigma_c+                   2451.30000  
414       4222  sigma_c++                  2452.60000  
415       4112  sigma_c0                   2452.10000  
416       3303  ss1_diquark                 600.00000   
417       3201  su0_diquark                 308.00000   
418       3203  su1_diquark                 308.00000   
419          6  t_quark                    174000.00000   
420        -15  tau+                       1777.05000  
421         15  tau-                       1777.05000  

423          2  u_quark                       8.00000   
424       2101  ud0_diquark                  23.00000   
425       2103  ud1_diquark                  23.00000   
426       2203  uu1_diquark                  16.00000   
427       3314  xi(1530)-                  1532.00000  
428       3324  xi(1530)0                  1532.00000  
429      23314  xi(1690)-                  1700.00000  
430      23324  xi(1690)0                  1700.00000  
431      13314  xi(1820)-                  1823.00000  
432      13324  xi(1820)0                  1823.00000  
433      33314  xi(1950)-                  1950.00000  
434      33324  xi(1950)0                  1950.00000  
435      13316  xi(2030)-                  2025.00000  
436      13326  xi(2030)0                  2025.00000  
437       3312  xi-                        1321.32000  
438       3322  xi0                        1314.90000  
439       4232  xi_c+                      2466.30000   
440       4132  xi_c0                      2471.80000   

